primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Salma Hayek,1966,NA,"actress,producer,soundtrack","tt0112851,tt1615065,tt0120891,tt0120679",5.555787570121092,nm0000161,"Thriller, Action,Thriller, Action,Comedy,Sport, Comedy, Action,Comedy,Sci-Fi, Drama,Romance,Sci-Fi, Biography,Drama,Romance, Comedy,Crime, Comedy,Drama, Crime,Drama,Romance, Drama,Romance, Action,Drama, Action,Adventure,Animation, Drama,Fantasy,Horror, Adventure,Animation,Comedy, Comedy,Romance, Action,Crime,Drama, Drama,Music, Drama, Action,Comedy,Crime, Action,Adventure,Fantasy, Animation,Drama, Biography,Crime,Drama, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Maria Conchita Alonso,1957,NA,"actress,soundtrack,producer","tt1186370,tt0100403,tt0093894,tt0092997",5.376580224114328,nm0000744,"Thriller, Action,Thriller, Crime,Drama,Thriller, Comedy, Biography,Comedy,Drama, Drama,Mystery,Thriller, Adventure,History,Western, Crime,Drama,Mystery, Drama,Mystery, Romance, Action,Crime,Mystery, Comedy,Crime,Fantasy, Comedy,Crime,Romance, Action,Mystery,Thriller, Action,Mystery,Sci-Fi, Drama,Fantasy,Romance, Action,Adventure, Crime,Drama,War, Drama,Romance, Action,Drama, Drama,Western, Crime,Horror,Romance, Action,Crime,Drama, Action,Sci-Fi,Thriller, Drama, Action,Adventure,Thriller, Comedy,Family,Romance, Biography,Crime,Drama, Comedy,Drama,Romance, Drama,Thriller"
Claudia Cardinale,1938,NA,"actress,soundtrack","tt0064116,tt0057413,tt0056801,tt0054225",6.15291634704174,nm0001012,"Thriller, Comedy,Drama,Mystery, Adventure,Comedy,History, Crime,Drama,Thriller, Comedy, Drama,Romance,War, Comedy,Crime, Comedy,Drama, Western, Documentary, Action,Adventure,Comedy, Crime,Thriller, Crime,Drama,Sport, Crime,Drama,Mystery, Crime,Drama, Drama,Mystery, Comedy,Drama,History, Drama,History, Biography, Adventure,Drama,History, Drama,Romance, Action,Drama,History, Drama,Western, Comedy,Drama,Thriller, Biography,Drama,History, Adventure,Drama, Action,Crime,Drama, Biography,Documentary, Comedy,Romance, Action,Comedy,Western, Drama, Action,Comedy,Crime, Adventure,Comedy,Crime, Biography,Drama, Comedy,Drama,Romance, Drama,Thriller, Adventure,Crime, Drama,History,War, Comedy,Crime,Mystery"
Joan Collins,1933,NA,"actress,producer,soundtrack","tt0053800,tt0158622,tt0081856,tt0075989",5.5097895223364,nm0001058,"Thriller, Action,Drama,War, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Horror, Comedy,Crime, Crime,Drama,Film-Noir, Comedy,Drama, Horror,Romance,Thriller, Comedy,Crime,Drama, Crime,Drama,Mystery, Crime,Drama, Drama,Thriller,War, Drama,Horror,Mystery, Comedy,Drama,Musical, Action,Crime,Thriller, Adventure,Drama,Romance, Musical, Drama,Romance,Thriller, Horror,Mystery,Thriller, Adventure,Drama,History, Drama,Romance, Adventure,Western, Drama,Western, Biography,Drama,History, Adventure,Drama, Comedy,Romance, Drama,Music, Drama, Action,Comedy,Crime, Adventure,Horror,Sci-Fi, Comedy,Musical, Biography,Crime,Drama, Comedy,Musical,Sci-Fi, Comedy,Family, Drama,Thriller"
Isabelle Huppert,1953,NA,"actress,soundtrack,music_department","tt3716530,tt0283832,tt0254686,tt4120176",5.868823037805751,nm0001376,"Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy,Drama,Sci-Fi, Crime,Drama,History, Comedy, Drama,Romance,War, Biography,Comedy,Drama, Comedy,Crime, Comedy,Drama, Drama,Mystery,Thriller, Documentary, Comedy,Crime,Drama, Crime,Drama, Crime,Drama,Mystery, Drama,History,Romance, Drama,Music,Romance, Comedy,Crime,Thriller, Drama,Fantasy, Drama,Romance, Crime,Mystery,Thriller, Drama,Fantasy,Mystery, Crime,Drama,Romance, Biography,Drama,History, Fantasy, Drama,Music, Biography,Documentary, Biography,Drama,War, Drama, Drama,War, Biography,Drama, Comedy,Drama,Romance, Drama,Thriller"
Susan Blakely,1948,NA,actress,"tt0072308,tt0369179,tt0074048,tt7780024",5.507828821385472,nm0086806,"Thriller, Crime,Drama,Thriller, Comedy, Drama,Sport, Drama,Romance,Thriller, Adventure,Comedy,Horror, Sci-Fi,Thriller, Comedy,Drama, Drama,Romance, Horror,Sci-Fi,Thriller, Action,Crime,Drama, Drama, Biography,Drama, Mystery,Thriller, Comedy,Fantasy, Biography,Crime,Drama, Drama,Sci-Fi, Action,Drama,Thriller, Action,Drama,Sport, Drama,Thriller, Comedy,Horror, Drama,History,War, Crime,Mystery"
Loretta Devine,1949,NA,"actress,soundtrack,producer","tt0146336,tt0413573,tt0375679,tt0247081",5.5080492358520114,nm0222643,"Thriller, Comedy, Horror,Mystery, Comedy,Drama, Comedy,Romance,Thriller, Comedy,Crime,Drama, Horror,Thriller, Comedy,Drama,Fantasy, Comedy,Romance, Action,Crime,Drama, Biography,Drama,Music, Drama, Action,Drama,Thriller, Comedy,Drama,Romance, Family, Drama,Music,Romance"
Shima Iwashita,1941,NA,actress,"tt0076124,tt0056058,tt0061341,tt0064975",6.039146732729566,nm0412615,"Action, Drama,Fantasy,History, Crime, Comedy, Action,Comedy, Action,Drama,Mystery, Action,Adventure, Drama,Romance, Action,Drama, Comedy,Drama, Drama,Mystery,Thriller, Drama,Fantasy,Horror, Crime,Drama,Romance, Biography,Drama,History, Crime,Drama,Mystery, Crime,Drama, Action,Crime,Drama, Action,Adventure,Drama, Drama, Drama,War, Drama,History,Romance, Action,Crime, Drama,History,War"
Françoise Prévost,1929,1997,"actress,writer","tt0055283,tt0054156,tt0046461,tt0056468",5.342833546873553,nm0699549,"Thriller, Crime,Thriller, Crime,Drama, Comedy, Drama, Horror, Drama,Horror, Comedy,Crime, Drama,Romance, Comedy,Drama,Romance, Drama,Mystery,Thriller, Comedy,Drama, Crime,Horror,Mystery"
Mualla Sürer,1902,1976,"actress,costume_designer","tt0208842,tt0279534,tt0264191,tt0263116",5.372954330225536,nm0845747,"Comedy,Romance, Comedy, Drama, Romance, Comedy,Fantasy, Adventure,Comedy,Drama, Drama,Romance, Comedy,Drama, Adventure,Comedy"
Elena Yakovleva,1961,NA,actress,"tt0416040,tt0103698,tt0097584,tt5083604",5.530288968033604,nm0945094,"Action, Crime, Comedy, Adventure,Comedy,Family, Drama,Romance, Action,Drama, Comedy,Drama,Fantasy, Adventure,Comedy,Fantasy, Adventure,Animation,Comedy, Action,Crime,Drama, Crime,Drama, Comedy,Romance, Drama, Drama,War, Comedy,Drama,Romance, Crime,Mystery"
Sonja Ziemann,1926,2020,"actress,soundtrack","tt0043690,tt0042695,tt0042932,tt0035927",5.920036445275966,nm0956239,"Adventure,History,Mystery, Thriller, Comedy, Comedy,Music, Drama,Romance, Music,Romance, Comedy,Crime,Drama, Comedy,Romance, Drama, Drama,War, Biography,Drama, Adventure,Thriller, Comedy,Musical, Comedy,Musical,Romance, Adventure,Comedy, Musical"
Katrina Kaif,1984,NA,actress,"tt0795434,tt2016894,tt2176013,tt1562872",5.583999623527372,nm1229940,"Crime,Drama,Thriller, Action,Comedy,Musical, Action,Adventure, Comedy,Crime, Drama,Romance, Comedy,Crime,Drama, Action,Adventure,Comedy, Action,Adventure,Romance, Comedy,Drama,Family, Animation,Family,Musical, Comedy,Romance, Action,Crime,Drama, Action,Comedy,Crime, Action,Adventure,Thriller, Action,Drama,Romance, Comedy,Drama,Musical, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Drama,Thriller, Action,Comedy,Drama, Comedy,Horror"
Olga Kurylenko,1979,NA,"actress,soundtrack,writer","tt1686821,tt0830515,tt1483013,tt0465494",5.4431476055569075,nm1385871,"Comedy,Drama,War, Action,Thriller, Adventure,Drama,Mystery, Action, Comedy, Adventure,Crime,History, Drama,Mystery,Sci-Fi, Drama,Romance, Drama,Fantasy,Horror, Action,Drama,History, Action,Drama,Fantasy, Action,Adventure,Comedy, Action,Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Mystery,Thriller, Action,Adventure,Mystery, Action,Drama,Thriller, Action,Comedy,Thriller, Action,Crime,Thriller, Drama,History,War, Crime,Horror,Mystery"
Joan Cusack,1962,NA,"actress,soundtrack,writer","tt0096463,tt1659337,tt0119360,tt0119229",5.8292012687324135,nm0000349,"Comedy, Comedy,Music, Adventure,Comedy,Drama, Comedy,Crime, Comedy,Drama, Drama,Romance, Action,Adventure,Animation, Comedy,Drama,Fantasy, Animation,Family,Fantasy, Comedy,Drama,Family, Adventure,Animation,Comedy, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Drama,Music,Mystery, Comedy,Fantasy, Action,Comedy,Thriller, Comedy,Drama,Romance"
Cynthia Gibb,1963,NA,"actress,soundtrack,director","tt0083412,tt0091886,tt0096101,tt0107065",5.231743657664948,nm0001269,"Thriller, Action, Comedy, Biography,Comedy,Drama, Drama,Romance, Action,Drama, Drama,Romance,Sport, Comedy,Drama,Fantasy, Drama,Family, Family,Romance, Comedy,Drama,Family, Crime,Drama,Mystery, Comedy,Romance, Action,Adventure,Drama, Drama, Biography,Drama,Music, Comedy,Family,Romance, Action,Crime,Mystery, Action,Drama,Thriller, Comedy,Drama,Romance, Drama,Thriller, Crime,Horror,Mystery"
Eva Marie Saint,1924,NA,"actress,soundtrack,producer","tt0053125,tt0348150,tt0053804,tt0047296",5.776914033592147,nm0001693,"Thriller, Action,Drama,War, Comedy, Drama,Sport, Drama,Romance,War, Adventure,Horror,Mystery, Drama,Romance, Comedy,Drama, Comedy,Mystery, Comedy,War, Drama,Western, Drama,Family, Drama,History,Thriller, Thriller,War, Comedy,Drama,Family, Biography,Drama,War, Drama, Action,Adventure,Mystery, Comedy,Drama,Romance, Drama,Family,History, Drama,Thriller"
Florinda Chico,1926,2011,"actress,soundtrack","tt0375391,tt0093297,tt0092729,tt0074360",4.646007744007318,nm0157242,"Comedy, Drama, Comedy,Musical"
Karine Gambier,NA,NA,actress,"tt1389484,tt0272578,tt0079197,tt0074830",4.802558698083737,nm0303715,"Adventure,Crime,Drama, Crime,Drama, Action,Crime,Drama, Comedy, Action,Adventure, Adult,Romance, Adult, Adult,Drama, Adult,Comedy, Adult,Comedy,Mystery"
Nicolette Krebitz,1972,NA,"actress,director,writer","tt4071086,tt17154094,tt0279885,tt0975676",5.575575991852306,nm0470514,"Thriller, Drama,History,Thriller, Comedy,Romance, Drama,Music, Crime, Comedy, Drama, Biography, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Drama,Music,Romance"
Lily Li,1950,NA,actress,"tt0074268,tt0081499,tt0074355,tt0075415",5.501110214181791,nm0497763,"Action, Adventure, Comedy, Action,Comedy, Action,Adventure, Horror,Mystery,Thriller, Action,Drama, Action,Drama,History, Action,Adventure,Comedy, Adventure,Romance, Comedy,Romance, Action,Crime,Drama, Action,Mystery, Action,Adventure,Drama, Comedy,Musical, Fantasy,Horror, Action,Crime, Action,Crime,Horror"
Ponnamma Babu,NA,NA,actress,"tt0382733,tt0997033,tt0355631,tt0282843",5.7927768513577345,nm1267637,"Action,Thriller, Biography,Drama,Family, Action, Comedy, Drama,Fantasy, Comedy,Drama, Drama,Romance, Drama,Family, Comedy,Thriller, Crime,Drama, Drama, Mystery,Thriller, Drama,Sci-Fi, Family"
Iza Calzado,1982,NA,"actress,producer","tt0423195,tt1210341,tt6608136,tt2118570",5.732587514438687,nm1560201,"Thriller, Comedy,Fantasy,Horror, Drama,Mystery,Romance, Comedy,Crime,Horror, Drama,Fantasy,Romance, Horror, Action,Comedy, Drama,Horror,Thriller, Drama,Romance, Horror,Thriller, Action,Adventure,Comedy, Comedy,Romance, Crime,Drama, Drama, Drama,Horror,Mystery, Adventure,Fantasy, Comedy,Drama,Romance, Drama,Thriller"
Anushka Shetty,1981,NA,actress,"tt1361809,tt4849438,tt2631186,tt6727296",6.048579764620114,nm2011932,"Action,Comedy,Fantasy, Action,Thriller, Action, Action,Comedy, Horror,Mystery,Thriller, Biography, Action,Drama, Action,Drama,Fantasy, Action,Crime,Drama, Comedy,Romance, Drama, Biography,Fantasy, Action,Drama,Romance, Action,Horror,Thriller, Action,Biography,Drama, Action,Fantasy,Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama, Action,Fantasy,Thriller, Drama,Fantasy,Thriller"
Alexandra Paul,1963,NA,"actress,producer,writer","tt0092925,tt0106689,tt0096542,tt0085333",5.252900977485649,nm0000575,"Thriller, Action,Thriller, Drama,Sport, Comedy,Drama,Sport, Adventure,Drama,Thriller, Drama,Romance, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Adventure,Crime,Sci-Fi, Comedy,Drama,Fantasy, Horror,Sci-Fi, Horror,Thriller, Action,Crime,Drama, Crime,Drama,Mystery, Action,Adventure,Drama, Drama, Drama,Horror,Mystery, Action,Horror,Thriller, Adventure,Family,Fantasy, Comedy,Drama,Romance, Drama,Thriller, Drama,Family,Fantasy, Crime,Mystery"
Angela Lansbury,1925,2022,"actress,producer,soundtrack","tt0056218,tt0086765,tt0118617,tt0101414",6.1176931655217555,nm0001450,"Comedy,Drama,Mystery, Comedy,Crime,Music, Adventure,Comedy,Family, Biography,Drama,Romance, Crime,Drama,Film-Noir, Comedy,Drama, Western, Documentary, Comedy,Crime,Drama, Adventure,History, Adventure,Animation,Comedy, Crime,Drama,Mystery, Action,Comedy,Mystery, Drama,Mystery, Comedy,Musical,Romance, Comedy,Family,Fantasy, Adventure,Animation,Drama, Drama,Horror,Musical, Documentary,History, Crime,Mystery,Thriller, Drama,Romance, Drama,Fantasy,Horror, Animation,Family,Fantasy, Drama,Film-Noir, Comedy,Romance, Drama, Comedy,Musical, Comedy,Drama,Romance, Comedy,Family, Drama,Thriller"
Rachel Weisz,1970,NA,"actress,producer,soundtrack","tt6108178,tt0414993,tt3464902,tt0387131",5.881657173849642,nm0001838,"Action,Drama,War, Drama,Mystery,Romance, Crime,Drama,Thriller, Comedy, Drama,Romance,War, Biography,Comedy,Drama, Biography,Documentary,Drama, Action,Drama,Sci-Fi, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Thriller, Crime,Drama,Mystery, Drama,Mystery, Drama,History,Romance, Comedy,Romance,Sport, Drama,Romance,Sci-Fi, Action,Fantasy,Horror, Drama,Romance, Adventure,Biography,Drama, Action,Adventure,Sci-Fi, Drama, Comedy,Drama,Music, Action,Adventure,Thriller, Biography,Drama, Action,Adventure,Fantasy, Biography,Crime,Drama, Adventure,Family,Fantasy, Crime,Drama,Music, Comedy,Drama,Romance, Drama,Fantasy,Thriller"
Tara Reid,1975,NA,"actress,producer,soundtrack","tt0146336,tt0369226,tt0118715,tt0163651",4.3417826564805075,nm0005346,"Thriller, Crime, Comedy, Action,Horror,Sci-Fi, Horror, Comedy,Music, Horror,Mystery,Thriller, Drama,Romance, Mystery, Drama,Mystery,Thriller, Horror,Thriller, Action,Adventure,Comedy, Comedy,Drama,Family, Comedy,Romance, Drama, Comedy,Drama,Music, Comedy,Sport, Action,Crime, Action,Crime,Thriller, Family, Action,Comedy,Drama, Drama,Thriller, Drama,Family,Fantasy, Comedy,Horror"
Gianna Maria Canale,1927,2009,actress,"tt0058483,tt0047567,tt0041143,tt0136752",4.990368515682242,nm0133521,"Action,Thriller, Adventure, Comedy, Horror, Drama,History, Adventure,Drama,History, Adventure,Fantasy,Horror, Adventure,History, Biography,Drama,History, Adventure,Drama, Crime,Drama,Mystery, Crime,Drama, Biography,Drama,War, Action,Adventure,Drama, Drama, Adventure,Fantasy, Action,Adventure,History, Adventure,Drama,Romance"
Claudia Gerini,1971,NA,"actress,director,writer","tt0328589,tt0335345,tt4425200,tt7204006",5.292568772484103,nm0314358,"Comedy, Comedy,Crime, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Mystery, Comedy,Crime,Musical, Comedy,Crime,Drama, Horror,Thriller, Adventure,Drama, Crime,Thriller, Comedy,Romance, Crime,Drama, Drama, Drama,Mystery, Comedy,Drama,Romance, Adventure,Drama,Horror, Drama,Thriller"
Corinna Harfouch,1954,NA,"actress,soundtrack","tt7275830,tt0259302,tt0363163,tt0321436",5.816364530950624,nm0362896,"Thriller, Crime,Romance,Thriller, Crime,Drama,Thriller, Comedy,Family,Fantasy, Crime, Comedy, Biography, Drama,History, Comedy,Crime, Comedy,Drama, Drama,Romance, Documentary, Comedy,Crime,Drama, Comedy,Drama,Family, Crime,Drama, Drama,Music, Adventure,Comedy,Crime, Comedy,Romance, Drama, Comedy,Drama,Music, Crime,Drama,Mystery, Biography,Drama, Action,Crime, Comedy,Drama,Romance, Comedy,Family, Drama,Thriller, Animation,Sci-Fi"
Alexandra Lamy,1971,NA,"actress,writer,director","tt6445396,tt1235536,tt3231020,tt6838702",5.253206053386517,nm0484005,"Crime,Drama,Thriller, Comedy, Drama,Sport, Drama,Romance, Comedy,Drama, Comedy,Drama,Fantasy, Animation,Family,Fantasy, Adventure,Drama, Adventure,Animation,Comedy, Comedy,Romance, Biography,Drama,War, Drama, Comedy,Fantasy, Adventure,Family, Comedy,Musical,Romance, Comedy,Drama,Romance"
Masami Nagasawa,1987,NA,actress,"tt5999530,tt0424430,tt11656548,tt5805470",5.80964264668219,nm0619178,"Drama,Mystery,Romance, Action,Comedy,Horror, Comedy, Romance,Sport, Comedy,Crime, Biography,Drama,Romance, Drama,Romance, Comedy,Drama, Documentary, Drama,Romance,Sport, Drama,Family, Crime,Drama,Horror, Action,Adventure,Comedy, Crime,Drama,Mystery, Comedy,Romance, Action,Adventure,Drama, Drama, Drama,Mystery, Drama,Sci-Fi, Drama,History,Romance, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller, Action,History,War"
Felissa Rose,1969,NA,"actress,producer,writer","tt0382943,tt0086320,tt0441742,tt3527772",5.582520992616049,nm0741378,"Action,Thriller, Action,Comedy,Horror, Action,Horror,Romance, Comedy, Horror, Drama,Horror,Thriller, Animation, Horror,Mystery,Thriller, Comedy,Horror,Thriller, Crime,Horror,Thriller, Horror,Thriller, Comedy,Drama,Thriller, Comedy,Thriller, Action,Adventure,Comedy, Action,Adventure,Crime, Action,Comedy,Crime, Comedy,Horror"
Martha Vourtsi,1937,NA,"actress,soundtrack","tt0184827,tt0257599,tt0190621,tt1111863",5.050146400187751,nm0903855,"Comedy,Romance, Adventure, Drama,Musical,Romance, Comedy, Drama, Drama,Romance, Musical"
Zabou Breitman,1959,NA,"actress,director,writer","tt7534102,tt0259440,tt0087903,tt3600588",5.561711103083899,nm0951456,"Thriller, Comedy, Drama,Romance,War, Animation,Family, Comedy,Music, Comedy,Crime, Comedy,Drama, Drama,Romance, Documentary, Action,Adventure,Comedy, Crime,Drama, Comedy,Romance, Drama, Animation,Comedy,Family, Comedy,Musical, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller, Biography,Comedy,Crime"
Fourouzan,1937,2016,"actress,producer","tt5379486,tt0292953,tt5376718,tt1111894",5.222605524377394,nm1145299,"Adventure,Drama,Musical, Drama,Musical,Romance, Drama,Romance, Action,Drama, Comedy,Drama, Action,Drama,Musical, Adventure,Drama, Action,Crime,Drama, Crime,Drama, Drama, Biography,Drama, Biography,Crime,Drama, Drama,History,Romance, Comedy,Drama,Musical, Comedy,Drama,Romance, Adventure,Comedy, Drama,Thriller, Adventure,Crime"
Virginie Efira,1977,NA,"actress,soundtrack,writer","tt6823148,tt3716530,tt5078214,tt1667100",5.458167124998817,nm1812637,"Crime,Drama,Thriller, Comedy, Adventure,Animation,Drama, Biography,Drama,Romance, Documentary,History, Comedy,Drama, Documentary, Adventure,Drama, Adventure,Animation,Comedy, Comedy,Romance, Drama, Adventure,Drama,Sport, Comedy,Sport, Comedy,Drama,Musical, Comedy,Drama,Romance, Adventure,Drama,Family, Drama,Thriller"
Deborah Kerr,1921,2007,"actress,soundtrack","tt0049408,tt0039192,tt0050105,tt0045793",5.8230138652124825,nm0000039,"Adventure,Mystery,Romance, Adventure,Drama,War, Drama,Romance,War, Horror, Horror,Mystery, Biography,Drama,Musical, Biography,Drama,Romance, Drama,Romance, Crime,Mystery,Thriller, Comedy,Mystery,Romance, Action,Adventure,Romance, Comedy,Romance, Drama, Drama,War, Drama,Mystery, Action,Drama,Romance, Comedy,Drama,Romance"
Mira Sorvino,1967,NA,"actress,producer,soundtrack","tt0364343,tt0120032,tt0120008,tt0113819",5.313378275262412,nm0000227,"Thriller, Comedy,Fantasy,Romance, Crime,Drama,Thriller, Comedy, Adventure,Comedy,Family, Comedy,Drama, Comedy,Drama,Fantasy, Horror,Thriller, Crime,Drama,Mystery, Action,Adventure,Drama, Drama,Music,Mystery, Adventure,Family, Action,Crime,Thriller, Drama,Sci-Fi,Thriller, Adventure, Comedy,Documentary, Crime,Drama,Romance, Action,Drama, Drama,Romance, Drama,Fantasy,Horror, Drama,Western, Drama,Family, Horror,Sci-Fi, Comedy,Romance, Action,Crime,Drama, Drama, Action,Comedy,Crime, Drama,War, Biography,Drama,Sport, Biography,Drama, Biography,Crime,Drama, Comedy,Drama,Romance, Family, Comedy,Family, Drama,Thriller"
Juliette Binoche,1964,NA,"actress,art_department,miscellaneous","tt1219827,tt2452254,tt1020773,tt0116209",5.852368366338939,nm0000300,"Comedy,Drama,Mystery, Crime,Drama,Thriller, Drama,Romance,War, Drama,Romance,Thriller, Mystery,Sci-Fi,Thriller, Biography,Drama,Romance, Comedy,Drama, Drama,Romance, Documentary, Crime,Drama,Romance, Drama,Mystery,Thriller, Drama,Family, Biography,Drama,History, Comedy,Thriller, Action,Crime,Drama, Comedy,Romance, Drama, Drama,War, Drama,Music,Mystery, Biography,Drama, Comedy,Fantasy, Drama,History,Romance, Crime,Drama,Fantasy, Comedy,Drama,Romance, Drama,Thriller, Adventure,Drama,Romance"
Julie Delpy,1969,NA,"actress,writer,producer","tt0111507,tt0841044,tt0381681,tt0112471",5.815092054371487,nm0000365,"Thriller, Comedy,Fantasy,Horror, Comedy,Drama,Mystery, Comedy,Drama,Sci-Fi, Comedy, Drama,Romance,War, Biography,Drama,Romance, Comedy,Drama, Drama,Romance, Horror,Thriller, Biography,Drama,History, Crime,Thriller, Comedy,Romance, Drama, Drama,Music,Mystery, Drama,Sci-Fi, Comedy,Drama,Romance, Drama,Thriller, Sci-Fi"
Helen Mirren,1945,NA,"actress,producer,director","tt0280707,tt1245526,tt0975645,tt0436697",6.128813080522628,nm0000545,"Action,Thriller, Crime,Drama,Thriller, Biography,Comedy,Drama, Adventure,Drama,Thriller, Biography,Drama,Romance, Adventure,Comedy,Drama, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Animation,Fantasy, Comedy,Drama,Family, Adventure,Animation,Comedy, Crime,Drama, Crime,Drama,Mystery, Adventure,Mystery,Sci-Fi, Action,Drama,Thriller, Crime,Drama,Fantasy, Comedy,Crime,Fantasy, Adventure,Drama,Fantasy, Drama,Romance,Thriller, Drama,History, Drama,Romance, Comedy,Thriller, Biography,Drama,History, Adventure,Drama, Adventure,Biography,Drama, Fantasy, Biography,Drama,Fantasy, Action,Crime,Drama, Comedy,Romance, Drama,Music, Drama, Action,Comedy,Crime, Biography,Drama,Music, Biography,Documentary, Biography,Drama, Adventure,Family,Fantasy, Drama,Thriller"
